Country;Title;Identification;Abstract;Keywords;Soil properties;Format;Resource locator;Layer;Format2;Resource locator2;Layer2;link_to_viewer;Language;Language2;temporal reference;date of temporal reference;temporal extent-start;temporal extent-end;interval of dates;mix indivual and interval;spatial resolution scale;spatial resolution distance;Usage constraints;Access constraints;name of organisation;email address;contact person;responsible party role;Soil function;Soil threats;Soil Indicators;Source;Lineage;Soil function;Soil threats;Soil Indicators;Done;Comment
Netherlands;Bodemkaart 1:50.000;;The soil map of the Netherlands, scale 1: 50 000, provides spatial information about soil composition up to a depth of 1.2 meters.; soil type, basic soil properties;Soil Map;WFS;https://geodata.nationaalgeoregister.nl/bodemkaart50000/wfs?request=getCapabilities&service=wfs;;;; ;https://www.pdok.nl/viewer/;dut;eng;pubblication;2014;an interval of dates;;"1960-1998; 2012-2014";;1:50000;;no conditions apply;no limitation;Wageningen Environmental Research (Alterra);info.alterra@wur.nl;Fokke Brouwer;Resource provider;;;;;;;;;;
Netherlands;Bodemkundig booronderzoek BRO;;Location of pedological borehole research (BRO); soil type, basic soil properties;Soil Map;WFS;http://geodata.nationaalgeoregister.nl/brobhr/wfs?&request=GetCapabilities;;;; ;https://www.dinoloket.nl/en/subsurface-data;dut;eng;last revision;29-4-2019;;;;;1:50000;;no conditions apply;no limitation;Wageningen Environmental Research (Alterra);info.alterra@wur.nl;Fokke Brouwer;Resource provider;;;;;;;;;;
Poland;Mapa kategorii glebowych;;Spatial diversity of soil cover in Poland by soil susceptibility category to drought. The basic factor determining the belonging of soils to a given soil category is the granulometric composition and its diversity in the soil profile to a depth of 1.5 m.; soil type, basic soil properties;Soil Map;WMS;http://mapy.geoportal.gov.pl/wss/service/pub/guest/G2_GO_WMS/MapServer/WMSServer?;;;; ;http://www.susza.iung.pulawy.pl/mapa-kategorii/;pol;eng;pubblication;18-5-2012;an interval of dates;;2012-2018;;1:25000;;no conditions apply;no limitation;"Instytut Upraawy Nawozenia I Gleboznawstawa; Panstwowy Instytut Badawczy";susza@iung.pulawy.pl;;Resource provider;;;;;;;;;Yes;I cannot find the mentioned title, but I found 'Counties with land use layers' which is probably what we want to have
Romania;Hartă soluri 1: 200 000;;Soil Map 1:200000; soil type, basic soil properties;Soil Map;SHP;https://drive.google.com/file/d/16Z62EF4gIfI92uVnkT6AfCyNEEeCw0gh/view?ts=5da0a564;;;; ;http://geodim.meteoromania.ro/sia/;rum;;last revision;2-2-2018;an interval of dates;;"1963;1994";;1:200000;;no conditions apply;no limitation;nstitutul National de Cercetare-Dezvoltare pentru Pedologie, Agrochimie si Protectia Mediului;office@icpa.ro;Andrei Dornik;Resource provider;;;;;;;;;;
Romania;Hartă alcalinizare;;Map of the risk of soil alkalinization; soil degradation processes;salinization;JPG;http://geodim.meteoromania.ro/sia/;;;; ;;rum;;pubblication;2-2-2018;an individual date;;;;1:200000;;no conditions apply;no limitation;nstitutul National de Cercetare-Dezvoltare pentru Pedologie, Agrochimie si Protectia Mediului;office@icpa.ro;Andrei Dornik;Resource provider;;;;;;;;;;
Slovakia;Vodná erózia pôdy v pôdno-klimatických podmienkach slovenska;;Water soil erosion in soil-climate conditions of Slovakia ; soil degradation processes;soil erosion;GRD;https://data.gov.sk/dataset/potencialna-vodna-erozia;;;; ;http://www.podnemapy.sk/erozia/viewer.htm?activelayer=0;slo;;pubblication;2013;an interval of dates;;2007-2013;;1:100000;;no conditions apply;no limitation;Národné poľnohospodárske a potravinárske centrum;rastislav.skalsky@nppc.sk;Rastislav Skalský;Resource provider;;;;;;;;;;
Slovakia;Pôdna mapa Slovenska v mierke 1:400 000;;Soil map of Slovakia in scale 1: 400 000; soil type, basic soil properties;Soil Map;WMS;http://sscri.vupop.sk/arcgis/services/vupop_wms/MapServer/WMSServer?REQUEST=GetCapabilities&SERVICE=WMS&VERSION=1.3.0;;JSON;https://data.gov.sk/dataset/podna-mapa-slovenska-1-400000; ;http://www.podnemapy.sk/poda400/viewer.htm;slo;;pubblication;1993;;;;;1:400000;;no conditions apply;no limitation;Národné poľnohospodárske a potravinárske centrum;rastislav.skalsky@nppc.sk;Rastislav Skalský;Resource provider;;;;;;;;;Yes;Resource Locator not working
Slovakia;Bonitované pôdno-ekologické jednotky;;Soil ecological units (land evaluation system); soil type, basic soil properties;Soil Map;WFS;https://rpi.gov.sk/client/map/summary/?rid=https://data.gov.sk/set/rpi/gmd/42337402/B0159E9499E53CBAE0530110000AB12C;;GML;https://data.gov.sk/dataset/bonitovane-podnoekologicke-jednotky-bpej; ;http://www.podnemapy.sk/bpej_vlast/viewer.htm?activelayer=0&layers=00000000001;slo;;pubblication;2020;an individual date;;1971-2020;;3,513888889;;no conditions apply;no limitation;Národné poľnohospodárske a potravinárske centrum;rastislav.skalsky@nppc.sk;Rastislav Skalský;Resource provider;;;;;;;;;;
Slovakia;Čiastkový monitorovací systém - PÔDA;;The data set represents digital data archived from the `Partial Monitoring System - Soil` as part of the Slovak Environmental Monitoring. Updates every 5 years; soil degradation processes;soil contamination;WFS;http://sscri.vupop.sk/arcgis/services/CMS/cms_wfs/MapServer/WFSServer?request=GetCapabilities&service=WFS&VERSION=1.1.0;;;; ;;slo;;pubblication;2014;an interval of dates;;1993-2014;;;;no conditions apply;no limitation;Národné poľnohospodárske a potravinárske centrum;rastislav.skalsky@nppc.sk;Rastislav Skalský;Resource provider;;;;;;;;;;
Slovenia;Plant available water in Slovenia;;Data on soil available water capacity It is expressed as g of water / 100g soil. The data is unofficial and in digital form; soil type, basic soil properties;avaliable water capacity;WMS;https://etla.kis.si/KIS-WebGIS/;;;; ;http://alpinesoils.eu/webgis_app/index.html;slv;eng;pubblication;1999;an interval of dates;;1999-2014;;1:25000;;registation needed;;Agricultural institute of Slovenia;borut.vrscaj@kis.si; Borut Vrscaj;Point of contact;;;;;;;;;Yes;Directed to a site where you have give your username and password
Slovenia;Soil organic matter in Slovenia;;Evaluation of soil organic matter from the available data sources (extrapolated and correlated). Unofficial data in digital form; soil type, basic soil properties;organic carbon ;WMS;https://etla.kis.si/KIS-WebGIS/;;;; ;http://alpinesoils.eu/webgis_app/index.html;slv;eng;pubblication;2004;an interval of dates;;1989-2001;;1:25000;;registation needed;;Centre for Soil and Environmental Science, Biotechnical Faculty, University of Ljubljana;gp.mkgp@gov.si;www.bf.uni-lj.si;Resource provider;;;;;;;;;Yes;Directed to a site where you have give your username and password
Slovenia;RAZISKAVE ONESNAéENOSTI TAL SLOVENIJE ;;Soil Pollution Monitoring (SPM) in Slovenia. 212 points of measurement for monitoring purposes. The data is digital form with data on organic and inorganic pollution concentrations and samples from different depth; soil degradation processes;soil contamination;PDF;http://soil.bf.uni-lj.si/rots/pdf/; ;;; ;http://soil.bf.uni-lj.si/rots/index.php?page=gis/o3;slv;eng;last revision;2001;an interval of dates;;"1989;1999;2001";;1:1 M;;registation needed;;University of Ljubljana, Biotechnical faculty, Centre for Soil and Environmental Science;;www.bf.uni-lj.si;Resource provider;;;;;;;;;;
Slovenia;Pedološka karta Slovenije (neažurna);;Digital Soil map of Slovenia in 1:25.000; soil type, basic soil properties;Soil Map;SHP;http://rkg.gov.si/GERK/documents/PedoloskaKarta.zip; ;;; ;http://alpinesoils.eu/webgis_app/index.html;slv;eng;pubblication;23-12-1999;an interval of dates;;1980-1999;;1:25000;;registation needed;;Ministrstvo za kmetijstvo, gozdarstvo in prehrano;rkg.mko@gov.si;Janez Bergant;Resource provider;;;;;;;;;;
Slovenia;Soil profiles of Slovenia 1:25.000;;1644 points of detailed soil profile description using standard soil science methods. The profiles were carried out between 1960 and 1999 ; soil type, basic soil properties;Soil Map;;; ;;; ;http://rkg.gov.si/GERK/WebViewer/#map_x=461984&map_y=200000&map_sc=914285;slv;;pubblication;;an interval of dates;;1960-1999;;1:25000;;registation needed;;Ministrstvo za kmetijstvo, gozdarstvo in prehrano;rkg.mko@gov.si;Janez Bergant;Resource provider;;;;;;;;;;
Slovenia;Soil depth for Slovenia;;Data about soils, sorted into 5 classes form very shallow (less than 15cm) to deep soils (more than 100cm). Unofficial data in digital form; soil type, basic soil properties;soildepth;website;https://etla.kis.si/KIS-WebGIS/; ;;; ;;slv;eng;pubblication;1999;an interval of dates;;1999-2014;;1:25000;;registation needed;;Agricultural institute of Slovenia;borut.vrscaj@kis.si; Borut Vrscaj;Resource provider;;;;;;;;;;
Slovenia;Soil texture classes of Slovenia;;Unofficial data of texture classification, based on the American texture classification system (after Plaster, 1992); soil type, basic soil properties;texture ;website;https://etla.kis.si/KIS-WebGIS/; ;;; ;http://alpinesoils.eu/webgis_app/index.html;slv;eng;pubblication;1999;an interval of dates;;1999-2014;;1:25000;;registation needed;;Agricultural institute of Slovenia;borut.vrscaj@kis.si; Borut Vrscaj;Resource provider;;;;;;;;;;
Spain;Salinización;;Map of the risk of salinization; soil degradation processes;salinization;JPG;http://evenor-tech.com/banco/fao/gateway/spain/e_inlty.htm; ;;; ;;spa;eng;pubblication;1999;;;;;1:5 M;;registation needed;;Evenor-Tech, SL, Solutions for soil use and protection (National Research Council, CSIC Spin-off);info@evenor-tech.com;;Resource provider;;;;;;;;;;
Spain;Compactación;;Map of soil compaction; soil degradation processes;soil compaction;JPG;http://evenor-tech.com/banco/fao/gateway/spain/e_inlty.htm; ;;; ;;spa;eng;pubblication;1999;;;;;1:5 M;;registation needed;;Evenor-Tech, SL, Solutions for soil use and protection (National Research Council, CSIC Spin-off);info@evenor-tech.com;;Resource provider;;;;;;;;;;
Spain;Contaminación puntual;;Map of point source pollution; soil degradation processes;soil contamination;JPG;http://evenor-tech.com/banco/fao/gateway/spain/e_inlty.htm; ;;; ;;spa;eng;pubblication;1998;;;;;1:5 M;;registation needed;;Evenor-Tech, SL, Solutions for soil use and protection (National Research Council, CSIC Spin-off);info@evenor-tech.com;;Resource provider;;;;;;;;;;
Spain;Contaminación difusa;;Map of nonpoint source pollution; soil degradation processes;soil contamination;JPG;http://evenor-tech.com/banco/fao/gateway/spain/e_inlty.htm; ;;; ;;spa;eng;pubblication;1999;;;;;1:5 M;;registation needed;;Evenor-Tech, SL, Solutions for soil use and protection (National Research Council, CSIC Spin-off);info@evenor-tech.com;;Resource provider;;;;;;;;;;
Spain;Erosión hídrica;;Map of soil water erosion; soil degradation processes;soil erosion;JPG;http://evenor-tech.com/banco/fao/gateway/spain/e_inlty.htm; ;;; ;;spa;eng;pubblication;1999;;;;;1:5 M;;registation needed;;Evenor-Tech, SL, Solutions for soil use and protection (National Research Council, CSIC Spin-off);info@evenor-tech.com;;Resource provider;;;;;;;;;;
Spain;Soil Map Of Spain;;Soil Map Of Spain; soil type, basic soil properties;Soil Map;JPG;http://evenor-tech.com/banco/images/almacen/a4sue.jpg?; ;;; ;;spa;eng;pubblication;1992;;;;;1:5 M;;registation needed;;Evenor-Tech, SL, Solutions for soil use and protection (National Research Council, CSIC Spin-off);info@evenor-tech.com;;Resource provider;;;;;;;;;;
Spain;Espana Mapa de suelos ;;Soil map of Spain; soil type, basic soil properties;Soil Map;PDF;http://centrodedescargas.cnig.es/CentroDescargas/busquedaRedirigida.do?ruta=PUBLICACION_CNIG_DATOS_VARIOS/aneTematico/Espana_Mapa-de-suelos_2001_mapa_15220_spa.pdf; ;;; ;;spa;eng;creation;2001;;;;;1:1 M;;registation needed;;El Centro de Descargas (CdD) es un sitio web del Centro Nacional de Información Geográfica (CNIG);;;Resource provider;;;;;;;;;;
Sweden;titrerbar aciditet ;;Map of soil titrable acidity; soil degradation processes;acidification;JPG;https://miljodata.slu.se/mvm/MarkInfo/Image/Kem2_B_TApH7_Tota_Kart_3196?md=true; ;;; ;https://www.slu.se/miljoanalys/statistik-och-miljodata/miljodata/webbtjanster-miljoanalys/markinfo/markinfo/kartor/?submenu=open;swe;;last revision;20-5-2019;an interval of dates;;"1983-1987; 1993-2002";;;5KM;no conditions apply;no limitation;Swedish University of Agricultural Sciences (SLU);johan.stendahl@slu.se;Johan Stendahl;Resource provider;;;;;;;;;;
Sweden;Torvmarker and 'Torvlagerföljder;;Map of peatlands and extraction; soil type, basic soil properties;carbon stock;GPKG;https://resource.sgu.se/oppnadata/data/jord/torvlagerfoljder/torvlagerfoljder.gpkg; ;;; ;https://apps.sgu.se/kartvisare/kartvisare-torv.html?zoom=-1131289.4423268852,6097443.42499685,2311037.442326885,7672446.57500315;swe;;last revision;20-5-2019;an interval of dates;;"1983-1987; 1993-2002";;1:1 M;;no conditions apply;no limitation;SGU Sveriges geologiska undersoknig;kundservice@sgu.se;Johan Stendahl,;Custodian;;;;;;;;;;
Sweden;Katjonutbyteskapcitet;;Map of soil CEC; soil type, basic soil properties;cation exchange capacity;JPG;https://miljodata.slu.se/mvm/MarkInfo/Image/Kem2_B_CECTot_Tota_Kart_3106?md=true; ;;; ;https://www.slu.se/miljoanalys/statistik-och-miljodata/miljodata/webbtjanster-miljoanalys/markinfo/markinfo/kartor/?submenu=open;swe;;last revision;20-5-2019;an interval of dates;;"1983-1987; 1993-2002";;;5KM;no conditions apply;no limitation;Swedish University of Agricultural Sciences (SLU);johan.stendahl@slu.se;Johan Stendahl;Resource provider;;;;;;;;;;
Sweden;kot;;Map of soil organic carbon ; soil type, basic soil properties;organic carbon ;JPG;https://miljodata.slu.se/mvm/MarkInfo/Image/Kem2_B_CTot_Tota_Kart_3016?md=true; ;;; ;https://www.slu.se/miljoanalys/statistik-och-miljodata/miljodata/webbtjanster-miljoanalys/markinfo/markinfo/kartor/?submenu=open;swe;;last revision;20-5-2019;an interval of dates;;"1983-1987; 1993-2002";;;5KM;no conditions apply;no limitation;Swedish University of Agricultural Sciences (SLU);johan.stendahl@slu.se;Johan Stendahl;Resource provider;;;;;;;;;;
Sweden;Year variations of pH in humus;;Map of soil acidification during time; soil type, basic soil properties;PH;PNG;https://miljodata.slu.se/mvm/MarkInfo/Image/Kem_O_pHTre_%C3%84ldr_Anim_3231?md=true; ;;; ;https://www.slu.se/miljoanalys/statistik-och-miljodata/miljodata/webbtjanster-miljoanalys/markinfo/markinfo/kartor/?submenu=open;swe;;last revision;20-5-2019;an interval of dates;;"1983-1987; 1993-2002";;;5KM;no conditions apply;no limitation;Swedish University of Agricultural Sciences (SLU);johan.stendahl@slu.se;Johan Stendahl;Resource provider;;;;;;;;;;
Sweden;Efterbehandling av förorenade områden;;Localization of remediation of contaminated sites; soil degradation processes;soil contamination;PDF;https://apps.sgu.se/sgumapviewer/tmpout/sgupdf7282564370035550908.pdf; ;;; ;https://apps.sgu.se/kartvisare/kartvisare-fororenade-omraden.html;swe;eng;last revision;20-5-2019;;;;;1:9M;;no conditions apply;no limitation;SGU Sveriges geologiska undersoknig;kundservice@sgu.se;;Custodian;;;;;;;;;;
Sweden; Stränders jordart och eroderbarhet;;Localisation of erosion of soil and beaches; soil degradation processes;soil erosion;PDF;https://apps.sgu.se/sgumapviewer/tmpout/sgupdf4655067861233082055.pdf; ;;; ;https://apps.sgu.se/kartvisare/kartvisare-stranders-jordart-eroderbarhet.html?;swe;;last revision;20-5-2019;an interval of dates;;"1983-1987; 1993-2002";;1:100000;;no conditions apply;no limitation;Swedish University of Agricultural Sciences (SLU);johan.stendahl@slu.se;Johan Stendahl,;Resource provider;;;;;;;;;;
Sweden;Jordskred och raviner;;Inventory of landslides and gullies; soil degradation processes;soil erosion;PDF;https://apps.sgu.se/sgumapviewer/tmpout/sgupdf726729153838177097.pdf; ;;; ;https://apps.sgu.se/kartvisare/kartvisare-skred.html?;swe;eng;last revision;20-5-2019;;;;;1:1 M;;no conditions apply;no limitation;SGU Sveriges geologiska undersoknig;kundservice@sgu.se;;Custodian;;;;;;;;;;
Sweden;Frekvenskartor över jordmåner enligt WRB-systemet;;Frequency maps according to the WRB system; soil type, basic soil properties;Soil Map;PNG;https://www.slu.se/globalassets/ew/ew-centrala/miljo/markinfo/markprofil/jordman/map1.png; ;;; ;https://www.slu.se/miljoanalys/statistik-och-miljodata/miljodata/webbtjanster-miljoanalys/markinfo/markinfo/markprofil/jordman/;swe;;last revision;20-5-2019;an interval of dates;;1983-1987;;;5KM;no conditions apply;no limitation;Swedish University of Agricultural Sciences (SLU);johan.stendahl@slu.se;Johan Stendahl,;Resource provider;;;;;;;;;;
Sweden;Jordart, grundlager;;Map of soil parent material; soil type, basic soil properties;Soil Map;PDF;https://apps.sgu.se/sgumapviewer/tmpout/sgupdf2708000174632283360.pdf; ;;; ;https://apps.sgu.se/kartvisare/kartvisare-jordarter-1-miljon.html?;swe;eng;last revision;20-5-2019;;;;;1:1 M;;no conditions apply;no limitation;SGU Sveriges geologiska undersoknig;kundservice@sgu.se;;Custodian;;;;;;;;;;
Sweden;Dominerande jordjups-klass;;Dominant soil depth class; soil type, basic soil properties;soildepth;JPG;https://www.slu.se/miljoanalys/statistik-och-miljodata/miljodata/webbtjanster-miljoanalys/markinfo/markinfo/markprofil/jorddjup/; ;;; ;;swe;;last revision;20-5-2019;an interval of dates;;1983-1987;;;5KM;no conditions apply;no limitation;Swedish University of Agricultural Sciences (SLU);johan.stendahl@slu.se;;Resource provider;;;;;;;;;;
Sweden;Jorddjup;;The map presents an overview of the thickness of surficial materials over bedrock.; soil type, basic soil properties;soildepth;PDF;https://apps.sgu.se/sgumapviewer/tmpout/sgupdf6968569735968394880.pdf; ;;; ;https://apps.sgu.se/kartvisare/kartvisare-jorddjup.html?;swe;eng;last revision;20-5-2019;;;;;;5KM;no conditions apply;no limitation;SGU Sveriges geologiska undersoknig;kundservice@sgu.se;;Custodian;;;;;;;;;;
Sweden;Clay content - Digital soil map of Sweden;;Predicted clay content in the topsoil. FAO/USDA soil texture classes; soil type, basic soil properties;texture ;website;https://gis-slu.maps.arcgis.com/apps/StorytellingSwipe/index.html?appid=e55d28b98d2241e0a6c91ae42073b52f; ;Featureserver;https://services2.arcgis.com/wnIUO7dgPAOa6dco/arcgis/rest/services/Medelfel_textur_160105/FeatureServer; ;https://arcg.is/HjLuj;swe;;pubblication;2017;an interval of dates;;"1983-1987; 1993-2002";;;50m;no conditions apply;no limitation;Swedish University of Agricultural Sciences (SLU);;Piikki, K., Söderström;Resource provider;;;;;;;;;;
Sweden;kväve;;Map of soil nitrogen content; soil type, basic soil properties;total nitrogen ;JPG;https://miljodata.slu.se/mvm/MarkInfo/Image/Kem2_B_NTot_Tota_Kart_3031?md=true; ;;; ;https://www.slu.se/miljoanalys/statistik-och-miljodata/miljodata/webbtjanster-miljoanalys/markinfo/markinfo/kartor/?submenu=open;swe;;last revision;20-5-2019;an interval of dates;;"1983-1987; 1993-2002";;;5KM;no conditions apply;no limitation;Swedish University of Agricultural Sciences (SLU);johan.stendahl@slu.se;Johan Stendahl;Resource provider;;;;;;;;;;
UK;CS- Topsoil- Soil pH;;Topsoil pH and bulk density model estimates [Countryside Survey]; soil type, basic soil properties;pH;WMS;https://catalogue.ceh.ac.uk/maps/6372b558-ba64-4fbe-8766-019e01535b37?;SO.SoilTheme.BulkDensity, SO.SoilTheme.pH;;; ;http://mapapps2.bgs.ac.uk/ukso/home.html?layer=CEHTSPH;eng;;pubblication;26-3-2012;an interval of dates;;2007-2009;;;1KM;no conditions apply;no limitation;Natural Environment Research Council;enquiries@ceh.ac.uk;Keith, A.M.;Resource provider;;;;;;;;;Yes;No identifier provided, 2 soil parameters requested, but Resource Locator provides more soil parameter than those two
UK;Topsoil pH of Scottish soils;;Topsoil pH of Scottish soils; soil type, basic soil properties;pH;WMS;http://DRUID.HUTTON.AC.UK/arcgis/services/Hutton_Soil_pH/MapServer/WMSServer?;;;; ;http://mapapps2.bgs.ac.uk/ukso/home.html?layer=JHSoilPH;eng;;pubblication;2014;an interval of dates;;2007-2011;;1:250000;;no conditions apply;no limitation;The James Hutton Institute; david.donnelly@hutton.ac.uk;David Donnelly;Resource provider;;;;;;;;;Yes;No identifier provided
UK;CS -Topsoil Nutrients - Olsen-P;;Olsen-Phosphorus (mg/kg) Model estimates of topsoil nutrients [Countryside Survey]; soil type, basic soil properties;available phosphorus ;WMS;https://catalogue.ceh.ac.uk/maps/6372b558-ba64-4fbe-8766-019e01535b37?;SO.SoilTheme.OlsenPhosphorus;;; ;http://mapapps2.bgs.ac.uk/ukso/home.html?layer=CEHTNOlsenPhosphorus;eng;;pubblication;26-3-2012;an individual date;2007;;;;1KM;no conditions apply;no limitation;Centre for Ecology & Hydrology, Lancaster;enquiries@ceh.ac.uk;Keith, A.M.;Resource provider;;;;;;;;;Yes;No identifier provided, 1 soil parameter requested, but Resource Locator provides more soil parameter than the one
UK;Available Water Capacity, Scotland ;;Available Water Capacity (AWC) (2019 version) ; soil type, basic soil properties;avaliable water capacity;WMS;http://druid.hutton.ac.uk/arcgis/services/GSSOIL_AWC/MapServer/WMSServer?;;;; ;http://mapapps2.bgs.ac.uk/ukso/home.html?layer=JHAvailableWaterContent;eng;;pubblication;27-3-2019;an individual date;2019;;;1:250000;;no conditions apply;no limitation;The James Hutton Institute;david.donnelly@hutton.ac.uk;David Donnelly;Resource provider;;;;;;;;;Yes;No identifier provided
UK;Available Water Capacity, Scotland ;;Available Water Capacity (AWC) (2012 version) ; soil type, basic soil properties;avaliable water capacity;SHP;https://www.hutton.ac.uk/sites/default/files/files/soils/downloads/Hutton_AWC_OSGB.zip; ;;; ;;eng;;pubblication;27-3-2019;an individual date;2012;;;1:250000;;no conditions apply;no limitation;The James Hutton Institute;david.donnelly@hutton.ac.uk;David Donnelly;Resource provider;;;;;;;;;;
UK;Subsoil Carbonate Content 50k;;Parent material carbonate content; soil type, basic soil properties;calcium carbonate ;WMS;https://map.bgs.ac.uk/arcgis/services/UKSO/UKSO_BGS/MapServer/WMSServer?;Parent.Material.Parent.calcareous.content;;; ;http://mapapps2.bgs.ac.uk/ukso/home.html?layer=SPMCalcareousContent;eng;;pubblication;2012;an individual date;2012;;;1:50000;;no conditions apply;no limitation;British Geological Survey;enquiries@bgs.ac.uk;David Donnelly;Resource provider;;;;;;;;;Yes;No identifier provided, 1 soil parameter requested, but Resource Locator provides more soil parameter than the one
UK;CS- Topsoil Carbon - loss-on-ignition;;Model estimates of topsoil carbon concentration (g/kg-1) [Countryside Survey]; soil degradation processes;decline in soil organic matter;WMS;https://catalogue.ceh.ac.uk/maps/6372b558-ba64-4fbe-8766-019e01535b37?;SO.SoilTheme.CarbonConcentration;;; ;http://mapapps2.bgs.ac.uk/ukso/home.html?layer=CEHTCLOI;eng;;pubblication;26-3-2012;an individual date;2007;;;;1KM;no conditions apply;no limitation;Natural Environment Research Council;enquiries@ceh.ac.uk;Keith, A.M.;Resource provider;;;;;;;;;Yes;No identifier provided, 1 soil parameter requested, but Resource Locator provides more soil parameter than the one
UK;Soil organic carbon content of scottish topsoil;;This soil organic carbon dataset is based on the digital (vector) version of the soils of Scotland 1:250 000; soil type, basic soil properties;organic carbon ;WMS;http://druid.hutton.ac.uk/arcgis/services/GSSOIL_TOC/MapServer/WMSServer?;;;; ;http://mapapps2.bgs.ac.uk/ukso/home.html?layer=JHTopsoilOrganicarbon;eng;;pubblication;13-2-2014;an individual date;1988;;;1:250000;;no conditions apply;no limitation;The James Hutton Institute; david.donnelly@hutton.ac.uk;David Donnelly;Resource provider;;;;;;;;;Yes;No identifier provided
UK;CS- Topsoil Carbon - Carbon  concentration;;Model estimates of topsoil carbon [Countryside Survey]; soil type, basic soil properties;organic carbon ;WMS;https://catalogue.ceh.ac.uk/maps/6372b558-ba64-4fbe-8766-019e01535b37?;SO.SoilTheme.CarbonConcentration;;; ;http://mapapps2.bgs.ac.uk/ukso/home.html?layer=CEHTCCarbonConcentration;eng;;pubblication;26-3-2012;an individual date;2007;;;;1KM;no conditions apply;no limitation;Natural Environment Research Council;enquiries@ceh.ac.uk;Keith, A.M.;Resource provider;;;;;;;;;Yes;It is not stated that it is a model output
UK;Map of topsoil compaction risk;;Scotlands Soil Data. Map of topsoil compaction risk (partial cover). ; soil degradation processes;soil compaction;SHP;https://www.hutton.ac.uk/sites/default/files/files/soils/downloads/Hutton_TopsoilCompactionRisk.zip; ;;; ;;eng;;last revision;19-4-2018;;;;;1:25000;;no conditions apply;no limitation;The James Hutton Institute;allan.lilly@hutton.ac.uk;Allan Lilly;Resource provider;;;;;;;;;;
UK;Map of subsoil compaction risk;;Scotlands Soil Data. Map of subsoil compaction risk (partial cover). ; soil degradation processes;soil compaction;SHP;https://www.hutton.ac.uk/sites/default/files/files/soils/downloads/Hutton_SubsoilCompactionRisk.zip; ;;; ;;eng;;last revision;19-4-2018;;;;;1:25000;;no conditions apply;no limitation;The James Hutton Institute;allan.lilly@hutton.ac.uk;Allan Lilly;Resource provider;;;;;;;;;;
UK;Advanced soil geochemical atlas of England and Wales;;The Advanced Soil Geochemical Atlas of England and Wales was a joint project between the British Geological Survey and Rothamsted Research. The maps are based on 5700 surface soil samples (0-15cm), collected across England and Wales, that have been analysed for 52 major and trace elements. The soil samples collected for the National Soil Inventory (NSI); soil degradation processes;soil contamination;WMS;https://map.bgs.ac.uk/arcgis/services/UKSO/UKSO_BGS_NSI/MapServer/WmsServer?;Topsoil.Aluminium, Topsoil.Arsenic, Topsoil.Barium, Topsoil.Bismuth, Topsoil.Bromine, Topsoil.Bromine, Topsoil.Bromine, Topsoil.Bromine, Topsoil.Bromine, Topsoil.Cobalt, Topsoil.Chromium, Topsoil.Chromium, Topsoil.Chromium, Topsoil.Iron, Topsoil.Gallium, Topsoil.Germanium, Topsoil.Hafnium, Topsoil.Iodine, Topsoil.Potassium, Topsoil.Lanthanum, Topsoil.Lanthanum, Topsoil.Lanthanum, Topsoil.Lanthanum, Topsoil.Sodium, Topsoil.Niobium, Topsoil.Neodymium, Topsoil.Neodymium, Topsoil.Phosphorus, Topsoil.lead, Topsoil.Phosphorus, Topsoil.Sulphur, Topsoil.Antimony, Topsoil.Scandium, Topsoil.Selenium,  Topsoil.Silicon, Topsoil.Samarium, Topsoil.Tin, Topsoil.Strontium, Topsoil.Tantalum, Topsoil.Thorium, Topsoil.Titanium, Topsoil.Thallium, Topsoil.Thallium, Topsoil.Vanadium, Topsoil.Tungsten, Topsoil.Yttrium, Topsoil.Ytterbium, Topsoil.Zinc, Topsoil.Zirconium;TXT;https://www.bgs.ac.uk/downloads/start.cfm?id=2898; ;https://www.bgs.ac.uk/GBASE/advSoilAtlasEW.html;eng;;pubblication;2012;an interval of dates;;1992-2012;;;1KM;no conditions apply;no limitation;British Geological Survey;enquiries@bgs.ac.uk;;Resource provider;;;;;;;;;Yes;A lot of layers, I hope I didn't skip one. No identifier provided
UK;Map of soil leaching potential (partial cover);;Map of risk of potential pollutants and nutrients leaching through the soil to ground and surface waters in scotland soils; soil degradation processes;soil contamination;SHP;https://www.hutton.ac.uk/sites/default/files/files/soils/downloads/Hutton_SoilLeachingPotential.zip; ;;; ;;eng;;pubblication;19-4-2018;;;;;1:25000;;no conditions apply;no limitation;The James Hutton Institute;allan.lilly@hutton.ac.uk;Allan Lilly;Resource provider;;;;;;;;;;
UK;Map of soil erosion;;Scotlands Soil Data. Map of soil erosion risk (partial cover); soil degradation processes;soil erosion;SHP;http://www.hutton.ac.uk/learning/natural-resource-datasets/soilshutton/soils-maps-scotland/download; ;;; ;;eng;;last revision;8-10-2018;;;;;1:25000;;no conditions apply;no limitation;The James Hutton Institute;allan.lilly@hutton.ac.uk;Allan Lilly;Resource provider;;;;;;;;;;
