Country;Identifier;resource title;Database owner;ExternalID;Sharing policy;otherConstraints;SCORPAN;Remote sensed data;Reference year;frequency of data collection;spatial reference;spatial entity;geomety of mapping area;mapping area;ratio of map cover;Spatial resolution;other spatial reference;data collection methodology;method of mapping;depth intervals;with uncertainty quantification;IF  relevant,Was it compared with LUCAS data? IF YES, please  give a reference;YOUR OTHER COMMENTS
UK;TELLUS_B;TELLUS Regional Subsoil;Geological Survey of Northern Ireland;https://www.economy-ni.gov.uk/articles/introduction-tellus-project;No restrictions;;S - Soil;Proximal sensed;2004-2006;it was a single survey;YES, georeferenced;POINT;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;75-100;1 per 2km2;;Core samples 35-50cm;Conventional mapping - 6874 points   Full details https://www.opendatani.gov.uk/dataset/rural-soil-survey/resource/330e2a8f-db4e-42ec-9a66-145a5eb07c93;otherRestrictions;NO;N/K;Sampled at  standard depth of 35-50cm from the surface.
UK;TELLUS_XRF;TELLUS Regional A Horizon Soils-XRF;Geological Survey of Northern Ireland;https://www.economy-ni.gov.uk/articles/introduction-tellus-project;No restrictions;;S - Soil;Proximal sensed;2004-2006;it was a single survey;YES, georeferenced;POINT;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;75-100;1 per 2km2;;Core samples 5-20cm;Conventional mapping - 6874 points   Full details https://www.opendatani.gov.uk/dataset/rural-soil-survey/resource/330e2a8f-db4e-42ec-9a66-145a5eb07c93;otherRestrictions;NO;N/K;Sampled at  standard depth of 5-20cm from the surface.
UK;NI_Agri_Census;Northern Ireland Agricultural Census;Department of Agriculture Environment and Rural Affairs;https://www.daera-ni.gov.uk/publications/agricultural-census-northern-ireland-2019;No restrictions;;N - Position;no/not relevant;2000-2019;regular monitoring, yearly;NO, available as statistical data only;;;;;;;;;;;;
UK;AFBI_Pesticide_Usage;AFBI Pesticide usage monitoring surveys;Agri-Food and Biosciences Institute;https://www.afbini.gov.uk/articles/pesticide-usage-monitoring-surveys;No restrictions;;O - Organisms;no/not relevant;2000-2018;regular monitoring, yearly;NO, available as statistical data only;;;;;;;;;;;;
Netherlands;CC-NL;Carbon Change dataset of the Netherlands;WEnR;https://research.wur.nl/en/publications/koolstofvoorraad-in-de-bodem-van-nederland-1998-2018-cc-nl;otherRestrictions;;S - Soil;no/not relevant;2018;it was a single survey;YES, georeferenced;POINT;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;available as points;;;mainly based on profile sampling;;defined as  topsoil/subsoil  only, without any other desription;YES;NO;Data isn't freely available. Samples are taken at 0-30 cm and 30-100 cm
Netherlands;SL_LTE_Networks;-;WEnR;;otherRestrictions;;S - Soil;no/not relevant;;;NO, available as statistical data only;;NETWORK of pilots/experiments or identified farms, boundary of units are related to management;;available as points;;;Combination of borehole and profile sampling;;defined as  topsoil/subsoil  only, without any other desription;;NO;Data isn't freely available and the database is still under construction. It has to be determined wether the data will be freely available in the future, and if so, in what form. Samples are taken at 0-30 cm and 30-60 cm
Netherlands;BRO-BHR-p;Basisregistratie Ondergrond - Borehole research - profile descriptions;Ministry of the Interior and Kingdom Relations;https://basisregistratieondergrond.nl/inhoud-bro/registratieobjecten/bodem-grondonderzoek/booronderzoek-bhr/bodemkundige-bhr/;No restrictions;www.broloket.nl or www.pdok.nl;S - Soil;no/not relevant;1985-present;data is collected when soil map needs to be updated (different for different parts of the country);YES, georeferenced;POINT;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;available as points;;;borehole description;;Genetic-based horizons (A, Ap, B, C etc);;NO;
Netherlands;BRO-SFR;Basisregistratie Ondergrond - Soil face research;Ministry of the Interior and Kingdom Relations;https://basisregistratieondergrond.nl/inhoud-bro/registratieobjecten/bodem-grondonderzoek/wandonderzoek-sfr/;No restrictions;www.broloket.nl or www.pdok.nl;S - Soil;no/not relevant;1985-present;data is collected when soil map needs to be updated (different for different parts of the country) or on special request;YES, georeferenced;POINT;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;available as points;;;soil face description;;Genetic-based horizons (A, Ap, B, C etc);;NO;
Netherlands;BRO-SGM;Basisregistratie Ondergrond - Soil map;Ministry of the Interior and Kingdom Relations;https://basisregistratieondergrond.nl/inhoud-bro/registratieobjecten/modellen/bodemkaart-sgm/;No restrictions;www.broloket.nl or www.pdok.nl;S - Soil;no/not relevant;1970-present;map is updated when validation is below standards;YES, georeferenced;otherRestrictions;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;75-100;;;borehole and soil face descriptions, geological bore hole description, Digital soil mapping (different covariates);;Genetic-based horizons (A, Ap, B, C etc);;NO;Spatial entity,POLYGON, without LPI (Land Parcel Identification)
Netherlands;PPS_BB-Bedrijvennetwerk;Publiek-Private Samenwerking Beter Bodembeheer - Bedrijvennetwerk;PPS;;otherRestrictions;;S - Soil;no/not relevant;2019;it was a single survey;YES, georeferenced;POINT;NETWORK of pilots/experiments or identified farms, boundary of units are related to management;;available as points;;;Combination of borehole and profile sampling;;defined as  topsoil/subsoil  only, without any other desription;;NO;Data is not freely available
Netherlands;PPS_BB-Bodemkwaliteit;Publiek-Private Samenwerking Beter Bodembeheer - Bodemkwaliteit;PPS;https://www.beterbodembeheer.nl/upload_mm/4/1/c/35acd049-f895-45a2-9e60-d889b307a19e_Jaarverslagen%20Bodemkwaliteit%20Veenkolonien%202018%20Samengevoegd%202019.pdf;;;S - Soil;no/not relevant;;;;;;;;;;;;;;;
Netherlands;PPS_BB-iSQAPER;Publiek-Private Samenwerking Beter Bodembeheer - Interactive Soil Quality Assessment in Europe and China for Agricultural Productivity and Environmental Resilience;PPS;http://journal.hep.com.cn/fase/EN/article/downloadArticleFile.do?attachType=PDF&id=26919&1603981636491;;;S - Soil;no/not relevant;2016;it was a single survey;;;;;;;;;;;;;
Netherlands;PPS_BB-MAK;Publiek-Private Samenwerking Beter Bodembeheer - Manure And Compost;PPS;https://www.louisbolk.org/downloads/3331.pdf, https://www.louisbolk.org/nl/publicaties/publicatie/?pubID=3331;;;S - Soil;no/not relevant;2016;it was a single survey;;;;;;;;;;;;;
Netherlands;BOFEK;Bodemfysische eenheden kaart;;https://www.wur.nl/nl/show/Bodemfysische-Eenhedenkaart-BOFEK2012.htm;No restrictions;;S - Soil;no/not relevant;2012;;;;;;;;;;;;;;
Netherlands;BIS-Soilhydrophysics;Bodemfysische datasets BIS;WENR;;otherRestrictions;;S - Soil;no/not relevant;2012-2018;;;;;;;;;;;;;;
Netherlands;Geo-chemicalaltasoftheNetherlands;Geochemische atlas van Nederland;;https://research.wur.nl/en/publications/geochemische-bodematlas-van-nederland;No restrictions;;;no/not relevant;;;;;;;;;;;;;;;
